Layer,ModU,ModV,ECOND_eTX,ECONT_eTX,HD_LD,ModType,MB,Cassette
23,-3,2,2,2,HD,FI,2,2
23,-3,3,1,2,LD,FM,6,2
23,-3,4,1,2,LD,FM,4,2
23,-3,5,1,2,LD,FM,4,2
23,-3,6,1,2,LD,FO,4,2
23,-3,7,1,2,LD,FO,4,2
23,-2,-10,1,2,LD,bO,7,4
23,-2,-9,1,2,LD,FO,7,4
23,-2,-8,1,2,LD,FM,7,4
23,-2,-7,1,2,LD,FM,7,4
23,-2,-6,1,2,LD,FM,7,4
23,-2,-5,2,2,HD,FI,2,4
23,-2,-4,3,2,HD,FI,2,4
23,-2,-3,4,3,HD,FI,1,4
23,-2,-2,4,3,HD,gI,0,4
23,-2,-1,3,2,HD,dI,3,3
23,-2,0,4,3,HD,gI,0,3
23,-2,1,4,3,HD,FI,3,2
23,-2,2,3,2,HD,FI,2,2
23,-2,3,2,2,HD,FI,2,2
23,-2,4,1,2,LD,FM,2,2
23,-2,5,1,2,LD,FM,2,2
23,-2,6,1,2,LD,FM,2,2
23,-2,7,1,2,LD,FO,2,2
23,-2,8,1,2,LD,bO,2,2
23,-1,-10,0,0,LD,cO,8,4
23,-1,-9,1,2,LD,FO,8,4
23,-1,-8,1,2,LD,FO,8,4
23,-1,-7,1,2,LD,FM,8,4
23,-1,-6,1,2,LD,FM,8,4
23,-1,-5,3,2,HD,FI,3,4
23,-1,-4,3,2,HD,FI,3,4
23,-1,-3,4,3,HD,FI,3,4
23,-1,-2,3,2,HD,dI,3,4
23,-1,1,3,2,HD,dI,3,2
23,-1,2,4,3,HD,FI,1,2
23,-1,3,3,2,HD,FI,1,2
23,-1,4,3,2,HD,FI,1,2
23,-1,5,1,2,LD,FM,1,2
23,-1,6,1,2,LD,FM,1,2
23,-1,7,1,2,LD,FO,1,2
23,-1,8,1,2,LD,FO,1,2
23,-1,9,1,1,LD,aO,1,2
23,0,-9,1,2,LD,bO,0,5
23,0,-8,1,2,LD,FO,0,5
23,0,-7,1,2,LD,FM,0,5
23,0,-6,1,2,LD,FM,0,5
23,0,-5,1,2,LD,FM,0,5
23,0,-4,2,2,HD,FI,0,5
23,0,-3,3,3,HD,FI,0,5
23,0,-2,4,3,HD,gI,0,5
23,0,2,4,3,HD,gI,0,2
23,0,3,3,3,HD,FI,0,2
23,0,4,2,2,HD,FI,0,2
23,0,5,1,2,LD,FM,0,2
23,0,6,1,2,LD,FM,0,2
23,0,7,1,2,LD,FM,0,2
23,0,8,1,2,LD,FO,0,2
23,0,9,1,2,LD,bO,0,2
23,1,-9,1,1,LD,aO,1,5
23,1,-8,1,2,LD,FO,1,5
23,1,-7,1,2,LD,FO,1,5
23,1,-6,1,2,LD,FM,1,5
23,1,-5,1,2,LD,FM,1,5
23,1,-4,3,2,HD,FI,1,5
23,1,-3,3,2,HD,FI,1,5
23,1,-2,4,3,HD,FI,1,5
23,1,-1,3,2,HD,dI,3,5
23,1,2,3,2,HD,dI,3,1
23,1,3,4,3,HD,FI,3,1
23,1,4,3,2,HD,FI,3,1
23,1,5,3,2,HD,FI,3,1
23,1,6,1,2,LD,FM,8,1
23,1,7,1,2,LD,FM,8,1
23,1,8,1,2,LD,FO,8,1
23,1,9,1,2,LD,FO,8,1
23,1,10,0,0,LD,cO,8,1
23,2,-8,1,2,LD,bO,2,5
23,2,-7,1,2,LD,FO,2,5
23,2,-6,1,2,LD,FM,2,5
23,2,-5,1,2,LD,FM,2,5
23,2,-4,1,2,LD,FM,2,5
23,2,-3,2,2,HD,FI,2,5
23,2,-2,3,2,HD,FI,2,5
23,2,-1,4,3,HD,FI,3,5
23,2,0,4,3,HD,gI,0,0
23,2,1,3,2,HD,dI,3,0
23,2,2,4,3,HD,gI,0,1
23,2,3,4,3,HD,FI,1,1
23,2,4,3,2,HD,FI,2,1
23,2,5,2,2,HD,FI,2,1
23,2,6,1,2,LD,FM,7,1
23,2,7,1,2,LD,FM,7,1
23,2,8,1,2,LD,FM,7,1
23,2,9,1,2,LD,FO,7,1
23,2,10,1,2,LD,bO,7,1
23,3,-7,1,2,LD,FO,4,5
23,3,-6,1,2,LD,FO,4,5
23,3,-5,1,2,LD,FM,4,5
23,3,-4,1,2,LD,FM,4,5
23,3,-3,1,2,LD,FM,6,5
23,3,-2,2,2,HD,FI,2,5
23,3,-1,3,2,HD,FI,3,5
23,3,0,3,3,HD,FI,0,0
23,3,1,4,3,HD,FI,1,0
23,3,2,4,3,HD,FI,3,0
23,3,3,3,3,HD,FI,0,1
23,3,4,3,2,HD,FI,1,1
23,3,5,2,2,HD,FI,2,1
23,3,6,1,2,LD,FM,6,1
23,3,7,1,2,LD,FM,6,1
23,3,8,1,2,LD,FM,6,1
23,3,9,1,2,LD,FO,6,1
23,3,10,1,2,LD,FO,6,1
23,4,-7,0,0,LD,cO,3,5
23,4,-6,1,2,LD,FO,3,5
23,4,-5,1,2,LD,FO,3,5
23,4,-4,1,2,LD,FM,5,5
23,4,-3,1,2,LD,FM,6,5
23,4,-2,1,2,LD,FM,7,5
23,4,-1,3,2,HD,FI,3,5
23,4,0,2,2,HD,FI,0,0
23,4,1,3,2,HD,FI,1,0
23,4,2,3,2,HD,FI,2,0
23,4,3,3,2,HD,FI,3,0
23,4,4,2,2,HD,FI,0,1
23,4,5,3,2,HD,FI,1,1
23,4,6,1,2,LD,FM,2,1
23,4,7,1,2,LD,FM,4,1
23,4,8,1,2,LD,FM,5,1
23,4,9,1,2,LD,FO,5,1
23,4,10,1,2,LD,FO,5,1
23,4,11,0,0,LD,cO,5,1
23,5,-5,1,2,LD,bO,3,5
23,5,-4,1,2,LD,FO,5,5
23,5,-3,1,2,LD,FM,6,5
23,5,-2,1,2,LD,FM,7,5
23,5,-1,1,2,LD,FM,8,5
23,5,0,1,2,LD,FM,0,0
23,5,1,3,2,HD,FI,1,0
23,5,2,2,2,HD,FI,2,0
23,5,3,2,2,HD,FI,2,0
23,5,4,3,2,HD,FI,3,0
23,5,5,1,2,LD,FM,0,1
23,5,6,1,2,LD,FM,1,1
23,5,7,1,2,LD,FM,2,1
23,5,8,1,2,LD,FM,4,1
23,5,9,1,2,LD,FO,3,1
23,5,10,1,2,LD,bO,3,1
23,6,-4,1,2,LD,FO,5,5
23,6,-3,1,2,LD,FO,6,5
23,6,-2,1,2,LD,FM,7,5
23,6,-1,1,2,LD,FM,8,5
23,6,0,1,2,LD,FM,0,0
23,6,1,1,2,LD,FM,1,0
23,6,2,1,2,LD,FM,2,0
23,6,3,1,2,LD,FM,6,0
23,6,4,1,2,LD,FM,7,0
23,6,5,1,2,LD,FM,8,0
23,6,6,1,2,LD,FM,0,1
23,6,7,1,2,LD,FM,1,1
23,6,8,1,2,LD,FM,2,1
23,6,9,1,2,LD,FO,4,1
23,6,10,1,2,LD,FO,3,1
23,7,-4,0,0,LD,cO,5,5
23,7,-3,1,2,LD,FO,6,5
23,7,-2,1,2,LD,FO,7,5
23,7,-1,1,2,LD,FO,8,5
23,7,0,1,2,LD,FM,0,0
23,7,1,1,2,LD,FM,1,0
23,7,2,1,2,LD,FM,2,0
23,7,3,1,2,LD,FM,4,0
23,7,4,1,2,LD,FM,6,0
23,7,5,1,2,LD,FM,7,0
23,7,6,1,2,LD,FM,8,0
23,7,7,1,2,LD,FM,0,1
23,7,8,1,2,LD,FO,1,1
23,7,9,1,2,LD,FO,2,1
23,7,10,1,2,LD,FO,4,1
23,7,11,0,0,LD,cO,3,1
23,8,-2,1,2,LD,bO,7,5
23,8,-1,1,2,LD,FO,8,5
23,8,0,1,2,LD,FO,0,0
23,8,1,1,2,LD,FO,1,0
23,8,2,1,2,LD,FM,2,0
23,8,3,1,2,LD,FM,4,0
23,8,4,1,2,LD,FM,5,0
23,8,5,1,2,LD,FM,6,0
23,8,6,1,2,LD,FM,7,0
23,8,7,1,2,LD,FO,8,0
23,8,8,1,2,LD,FO,0,1
23,8,9,1,2,LD,FO,1,1
23,8,10,1,2,LD,bO,2,1
23,9,-1,0,0,LD,cO,8,5
23,9,0,1,2,LD,bO,0,0
23,9,1,1,2,LD,FO,1,0
23,9,2,1,2,LD,FO,2,0
23,9,3,1,2,LD,FO,4,0
23,9,4,1,2,LD,FO,3,0
23,9,5,1,2,LD,FO,5,0
23,9,6,1,2,LD,FO,6,0
23,9,7,1,2,LD,FO,7,0
23,9,8,1,2,LD,FO,8,0
23,9,9,1,2,LD,bO,0,1
23,9,10,1,1,LD,aO,1,1
23,10,1,1,1,LD,aO,1,0
23,10,2,1,2,LD,bO,2,0
23,10,3,1,2,LD,FO,4,0
23,10,4,1,2,LD,FO,3,0
23,10,5,1,2,LD,bO,3,0
23,10,6,1,2,LD,FO,5,0
23,10,7,1,2,LD,FO,6,0
23,10,8,1,2,LD,bO,7,0
23,10,9,0,0,LD,cO,8,0
23,11,4,0,0,LD,cO,3,0
23,11,7,0,0,LD,cO,5,0
25,-11,-8,0,0,LD,cO,6,3
25,-11,-7,1,1,LD,dO,5,3
25,-11,-6,0,0,LD,cO,3,3
25,-11,-5,0,0,LD,cO,3,3
25,-11,-4,1,1,LD,dO,3,3
25,-11,-3,0,0,LD,cO,4,3
25,-10,-9,0,0,LD,cO,8,3
25,-10,-8,1,2,LD,FO,7,3
25,-10,-7,1,2,LD,FO,6,3
25,-10,-6,1,2,LD,FO,5,3
25,-10,-5,1,2,LD,FO,3,3
25,-10,-4,1,2,LD,FO,3,3
25,-10,-3,1,2,LD,FO,4,3
25,-10,-2,1,2,LD,FO,2,3
25,-10,-1,1,1,LD,aO,1,3
25,-9,-10,1,1,LD,aO,1,4
25,-9,-9,1,2,LD,bO,0,4
25,-9,-8,1,2,LD,FO,8,3
25,-9,-7,1,2,LD,FO,7,3
25,-9,-6,1,2,LD,FO,6,3
25,-9,-5,1,2,LD,FO,5,3
25,-9,-4,1,2,LD,FO,3,3
25,-9,-3,1,2,LD,FO,4,3
25,-9,-2,1,2,LD,FO,2,3
25,-9,-1,1,2,LD,FO,1,3
25,-9,0,1,2,LD,bO,0,3
25,-9,1,0,0,LD,cO,8,2
25,-8,-11,0,0,LD,cO,4,4
25,-8,-10,1,2,LD,FO,2,4
25,-8,-9,1,2,LD,FO,1,4
25,-8,-8,1,2,LD,FO,0,4
25,-8,-7,1,2,LD,FO,8,3
25,-8,-6,1,2,LD,FM,7,3
25,-8,-5,1,2,LD,FM,6,3
25,-8,-4,1,2,LD,FM,5,3
25,-8,-3,1,2,LD,FM,4,3
25,-8,-2,1,2,LD,FM,2,3
25,-8,-1,1,2,LD,FO,1,3
25,-8,0,1,2,LD,FO,0,3
25,-8,1,1,2,LD,FO,8,2
25,-8,2,1,2,LD,FO,7,2
25,-8,3,0,0,LD,cO,6,2
25,-7,-11,1,1,LD,dO,3,4
25,-7,-10,1,2,LD,FO,4,4
25,-7,-9,1,2,LD,FO,2,4
25,-7,-8,1,2,LD,FO,1,4
25,-7,-7,1,2,LD,FM,0,4
25,-7,-6,1,2,LD,FM,8,3
25,-7,-5,1,2,LD,FM,7,3
25,-7,-4,1,2,LD,FM,6,3
25,-7,-3,1,2,LD,FM,4,3
25,-7,-2,1,2,LD,FM,2,3
25,-7,-1,1,2,LD,FM,1,3
25,-7,0,1,2,LD,FM,0,3
25,-7,1,1,2,LD,FO,8,2
25,-7,2,1,2,LD,FO,7,2
25,-7,3,1,2,LD,FO,6,2
25,-7,4,1,1,LD,dO,5,2
25,-6,-11,0,0,LD,cO,3,4
25,-6,-10,1,2,LD,FO,3,4
25,-6,-9,1,2,LD,FO,4,4
25,-6,-8,1,2,LD,FM,2,4
25,-6,-7,1,2,LD,FM,1,4
25,-6,-6,1,2,LD,FM,0,4
25,-6,-5,1,2,LD,FM,8,3
25,-6,-4,1,2,LD,FM,7,3
25,-6,-3,1,2,LD,FM,6,3
25,-6,-2,1,2,LD,FM,2,3
25,-6,-1,1,2,LD,FM,1,3
25,-6,0,1,2,LD,FM,0,3
25,-6,1,1,2,LD,FM,8,2
25,-6,2,1,2,LD,FM,7,2
25,-6,3,1,2,LD,FO,6,2
25,-6,4,1,2,LD,FO,5,2
25,-6,5,0,0,LD,cO,3,2
25,-5,-11,0,0,LD,cO,3,4
25,-5,-10,1,2,LD,FO,3,4
25,-5,-9,1,2,LD,FO,3,4
25,-5,-8,1,2,LD,FM,4,4
25,-5,-7,1,2,LD,FM,2,4
25,-5,-6,1,2,LD,FM,1,4
25,-5,-5,1,2,LD,FM,0,4
25,-5,-4,1,2,HD,FI,3,3
25,-5,-3,2,2,HD,FI,2,3
25,-5,-2,2,2,HD,FI,2,3
25,-5,-1,1,2,HD,FI,1,3
25,-5,0,1,2,LD,FM,0,3
25,-5,1,1,2,LD,FM,8,2
25,-5,2,1,2,LD,FM,7,2
25,-5,3,1,2,LD,FM,6,2
25,-5,4,1,2,LD,FO,5,2
25,-5,5,1,2,LD,FO,3,2
25,-5,6,0,0,LD,cO,3,2
25,-4,-11,1,1,LD,dO,5,4
25,-4,-10,1,2,LD,FO,5,4
25,-4,-9,1,2,LD,FO,5,4
25,-4,-8,1,2,LD,FM,5,4
25,-4,-7,1,2,LD,FM,4,4
25,-4,-6,1,2,LD,FM,2,4
25,-4,-5,1,2,HD,FI,1,4
25,-4,-4,2,2,HD,FI,0,4
25,-4,-3,3,2,HD,FI,3,3
25,-4,-2,3,2,HD,FI,2,3
25,-4,-1,2,2,HD,FI,1,3
25,-4,0,2,2,HD,FI,0,3
25,-4,1,1,2,HD,FI,3,2
25,-4,2,1,2,LD,FM,7,2
25,-4,3,1,2,LD,FM,6,2
25,-4,4,1,2,LD,FM,5,2
25,-4,5,1,2,LD,FO,3,2
25,-4,6,1,2,LD,FO,3,2
25,-4,7,1,1,LD,dO,3,2
25,-3,-11,0,0,LD,cO,6,4
25,-3,-10,1,2,LD,FO,6,4
25,-3,-9,1,2,LD,FO,6,4
25,-3,-8,1,2,LD,FM,6,4
25,-3,-7,1,2,LD,FM,6,4
25,-3,-6,1,2,LD,FM,6,4
25,-3,-5,2,2,HD,FI,2,4
25,-3,-4,2,2,HD,FI,1,4
25,-3,-3,3,3,HD,FI,0,4
25,-3,-2,4,3,HD,FI,3,3
25,-3,-1,4,3,HD,FI,1,3
25,-3,0,3,3,HD,FI,0,3
25,-3,1,3,2,HD,FI,3,2
25,-3,2,2,2,HD,FI,2,2
25,-3,3,1,2,LD,FM,6,2
25,-3,4,1,2,LD,FM,4,2
25,-3,5,1,2,LD,FM,4,2
25,-3,6,1,2,LD,FO,4,2
25,-3,7,1,2,LD,FO,4,2
25,-3,8,0,0,LD,cO,4,2
25,-2,-10,1,2,LD,FO,7,4
25,-2,-9,1,2,LD,FO,7,4
25,-2,-8,1,2,LD,FM,7,4
25,-2,-7,1,2,LD,FM,7,4
25,-2,-6,1,2,LD,FM,7,4
25,-2,-5,2,2,HD,FI,2,4
25,-2,-4,3,2,HD,FI,2,4
25,-2,-3,4,3,HD,FI,1,4
25,-2,-2,4,3,HD,gI,0,4
25,-2,-1,3,2,HD,dI,3,3
25,-2,0,4,3,HD,gI,0,3
25,-2,1,4,3,HD,FI,3,2
25,-2,2,3,2,HD,FI,2,2
25,-2,3,2,2,HD,FI,2,2
25,-2,4,1,2,LD,FM,2,2
25,-2,5,1,2,LD,FM,2,2
25,-2,6,1,2,LD,FM,2,2
25,-2,7,1,2,LD,FO,2,2
25,-2,8,1,2,LD,FO,2,2
25,-1,-10,0,0,LD,cO,8,4
25,-1,-9,1,2,LD,FO,8,4
25,-1,-8,1,2,LD,FO,8,4
25,-1,-7,1,2,LD,FM,8,4
25,-1,-6,1,2,LD,FM,8,4
25,-1,-5,1,2,HD,FI,3,4
25,-1,-4,3,2,HD,FI,3,4
25,-1,-3,4,3,HD,FI,3,4
25,-1,-2,3,2,HD,dI,3,4
25,-1,1,3,2,HD,dI,3,2
25,-1,2,4,3,HD,FI,1,2
25,-1,3,2,2,HD,FI,1,2
25,-1,4,1,2,HD,FI,1,2
25,-1,5,1,2,LD,FM,1,2
25,-1,6,1,2,LD,FM,1,2
25,-1,7,1,2,LD,FO,1,2
25,-1,8,1,2,LD,FO,1,2
25,-1,9,1,1,LD,aO,1,2
25,0,-9,1,2,LD,bO,0,5
25,0,-8,1,2,LD,FO,0,5
25,0,-7,1,2,LD,FM,0,5
25,0,-6,1,2,LD,FM,0,5
25,0,-5,1,2,LD,FM,0,5
25,0,-4,2,2,HD,FI,0,5
25,0,-3,3,3,HD,FI,0,5
25,0,-2,4,3,HD,gI,0,5
25,0,2,4,3,HD,gI,0,2
25,0,3,3,3,HD,FI,0,2
25,0,4,2,2,HD,FI,0,2
25,0,5,1,2,LD,FM,0,2
25,0,6,1,2,LD,FM,0,2
25,0,7,1,2,LD,FM,0,2
25,0,8,1,2,LD,FO,0,2
25,0,9,1,2,LD,bO,0,2
25,1,-9,1,1,LD,aO,1,5
25,1,-8,1,2,LD,FO,1,5
25,1,-7,1,2,LD,FO,1,5
25,1,-6,1,2,LD,FM,1,5
25,1,-5,1,2,LD,FM,1,5
25,1,-4,1,2,HD,FI,1,5
25,1,-3,2,2,HD,FI,1,5
25,1,-2,4,3,HD,FI,1,5
25,1,-1,3,2,HD,dI,3,5
25,1,2,3,2,HD,dI,3,1
25,1,3,4,3,HD,FI,3,1
25,1,4,3,2,HD,FI,3,1
25,1,5,1,2,HD,FI,3,1
25,1,6,1,2,LD,FM,8,1
25,1,7,1,2,LD,FM,8,1
25,1,8,1,2,LD,FO,8,1
25,1,9,1,2,LD,FO,8,1
25,1,10,0,0,LD,cO,8,1
25,2,-8,1,2,LD,FO,2,5
25,2,-7,1,2,LD,FO,2,5
25,2,-6,1,2,LD,FM,2,5
25,2,-5,1,2,LD,FM,2,5
25,2,-4,1,2,LD,FM,2,5
25,2,-3,2,2,HD,FI,2,5
25,2,-2,3,2,HD,FI,2,5
25,2,-1,4,3,HD,FI,3,5
25,2,0,4,3,HD,gI,0,0
25,2,1,3,2,HD,dI,3,0
25,2,2,4,3,HD,gI,0,1
25,2,3,4,3,HD,FI,1,1
25,2,4,3,2,HD,FI,2,1
25,2,5,2,2,HD,FI,2,1
25,2,6,1,2,LD,FM,7,1
25,2,7,1,2,LD,FM,7,1
25,2,8,1,2,LD,FM,7,1
25,2,9,1,2,LD,FO,7,1
25,2,10,1,2,LD,FO,7,1
25,3,-8,0,0,LD,cO,4,5
25,3,-7,1,2,LD,FO,4,5
25,3,-6,1,2,LD,FO,4,5
25,3,-5,1,2,LD,FM,4,5
25,3,-4,1,2,LD,FM,4,5
25,3,-3,1,2,LD,FM,6,5
25,3,-2,2,2,HD,FI,2,5
25,3,-1,3,2,HD,FI,3,5
25,3,0,3,3,HD,FI,0,0
25,3,1,4,3,HD,FI,1,0
25,3,2,4,3,HD,FI,3,0
25,3,3,3,3,HD,FI,0,1
25,3,4,2,2,HD,FI,1,1
25,3,5,2,2,HD,FI,2,1
25,3,6,1,2,LD,FM,6,1
25,3,7,1,2,LD,FM,6,1
25,3,8,1,2,LD,FM,6,1
25,3,9,1,2,LD,FO,6,1
25,3,10,1,2,LD,FO,6,1
25,3,11,0,0,LD,cO,6,1
25,4,-7,1,1,LD,dO,3,5
25,4,-6,1,2,LD,FO,3,5
25,4,-5,1,2,LD,FO,3,5
25,4,-4,1,2,LD,FM,5,5
25,4,-3,1,2,LD,FM,6,5
25,4,-2,1,2,LD,FM,7,5
25,4,-1,1,2,HD,FI,3,5
25,4,0,2,2,HD,FI,0,0
25,4,1,2,2,HD,FI,1,0
25,4,2,3,2,HD,FI,2,0
25,4,3,3,2,HD,FI,3,0
25,4,4,2,2,HD,FI,0,1
25,4,5,1,2,HD,FI,1,1
25,4,6,1,2,LD,FM,2,1
25,4,7,1,2,LD,FM,4,1
25,4,8,1,2,LD,FM,5,1
25,4,9,1,2,LD,FO,5,1
25,4,10,1,2,LD,FO,5,1
25,4,11,1,1,LD,dO,5,1
25,5,-6,0,0,LD,cO,3,5
25,5,-5,1,2,LD,FO,3,5
25,5,-4,1,2,LD,FO,5,5
25,5,-3,1,2,LD,FM,6,5
25,5,-2,1,2,LD,FM,7,5
25,5,-1,1,2,LD,FM,8,5
25,5,0,1,2,LD,FM,0,0
25,5,1,1,2,HD,FI,1,0
25,5,2,2,2,HD,FI,2,0
25,5,3,2,2,HD,FI,2,0
25,5,4,1,2,HD,FI,3,0
25,5,5,1,2,LD,FM,0,1
25,5,6,1,2,LD,FM,1,1
25,5,7,1,2,LD,FM,2,1
25,5,8,1,2,LD,FM,4,1
25,5,9,1,2,LD,FO,3,1
25,5,10,1,2,LD,FO,3,1
25,5,11,0,0,LD,cO,3,1
25,6,-5,0,0,LD,cO,3,5
25,6,-4,1,2,LD,FO,5,5
25,6,-3,1,2,LD,FO,6,5
25,6,-2,1,2,LD,FM,7,5
25,6,-1,1,2,LD,FM,8,5
25,6,0,1,2,LD,FM,0,0
25,6,1,1,2,LD,FM,1,0
25,6,2,1,2,LD,FM,2,0
25,6,3,1,2,LD,FM,6,0
25,6,4,1,2,LD,FM,7,0
25,6,5,1,2,LD,FM,8,0
25,6,6,1,2,LD,FM,0,1
25,6,7,1,2,LD,FM,1,1
25,6,8,1,2,LD,FM,2,1
25,6,9,1,2,LD,FO,4,1
25,6,10,1,2,LD,FO,3,1
25,6,11,0,0,LD,cO,3,1
25,7,-4,1,1,LD,dO,5,5
25,7,-3,1,2,LD,FO,6,5
25,7,-2,1,2,LD,FO,7,5
25,7,-1,1,2,LD,FO,8,5
25,7,0,1,2,LD,FM,0,0
25,7,1,1,2,LD,FM,1,0
25,7,2,1,2,LD,FM,2,0
25,7,3,1,2,LD,FM,4,0
25,7,4,1,2,LD,FM,6,0
25,7,5,1,2,LD,FM,7,0
25,7,6,1,2,LD,FM,8,0
25,7,7,1,2,LD,FM,0,1
25,7,8,1,2,LD,FO,1,1
25,7,9,1,2,LD,FO,2,1
25,7,10,1,2,LD,FO,4,1
25,7,11,1,1,LD,dO,3,1
25,8,-3,0,0,LD,cO,6,5
25,8,-2,1,2,LD,FO,7,5
25,8,-1,1,2,LD,FO,8,5
25,8,0,1,2,LD,FO,0,0
25,8,1,1,2,LD,FO,1,0
25,8,2,1,2,LD,FM,2,0
25,8,3,1,2,LD,FM,4,0
25,8,4,1,2,LD,FM,5,0
25,8,5,1,2,LD,FM,6,0
25,8,6,1,2,LD,FM,7,0
25,8,7,1,2,LD,FO,8,0
25,8,8,1,2,LD,FO,0,1
25,8,9,1,2,LD,FO,1,1
25,8,10,1,2,LD,FO,2,1
25,8,11,0,0,LD,cO,4,1
25,9,-1,0,0,LD,cO,8,5
25,9,0,1,2,LD,bO,0,0
25,9,1,1,2,LD,FO,1,0
25,9,2,1,2,LD,FO,2,0
25,9,3,1,2,LD,FO,4,0
25,9,4,1,2,LD,FO,3,0
25,9,5,1,2,LD,FO,5,0
25,9,6,1,2,LD,FO,6,0
25,9,7,1,2,LD,FO,7,0
25,9,8,1,2,LD,FO,8,0
25,9,9,1,2,LD,bO,0,1
25,9,10,1,1,LD,aO,1,1
25,10,1,1,1,LD,aO,1,0
25,10,2,1,2,LD,FO,2,0
25,10,3,1,2,LD,FO,4,0
25,10,4,1,2,LD,FO,3,0
25,10,5,1,2,LD,FO,3,0
25,10,6,1,2,LD,FO,5,0
25,10,7,1,2,LD,FO,6,0
25,10,8,1,2,LD,FO,7,0
25,10,9,0,0,LD,cO,8,0
25,11,3,0,0,LD,cO,4,0
25,11,4,1,1,LD,dO,3,0
25,11,5,0,0,LD,cO,3,0
25,11,6,0,0,LD,cO,3,0
25,11,7,1,1,LD,dO,5,0
25,11,8,0,0,LD,cO,6,0
27,-11,-8,0,0,LD,cO,6,3
27,-11,-7,1,1,LD,dO,5,3
27,-11,-6,0,0,LD,cO,3,3
27,-11,-5,0,0,LD,cO,3,3
27,-11,-4,1,1,LD,dO,3,3
27,-11,-3,0,0,LD,cO,4,3
27,-10,-9,1,1,LD,aO,8,3
27,-10,-8,1,2,LD,FO,7,3
27,-10,-7,1,2,LD,FO,6,3
27,-10,-6,1,2,LD,FO,5,3
27,-10,-5,1,2,LD,FO,3,3
27,-10,-4,1,2,LD,FO,3,3
27,-10,-3,1,2,LD,FO,4,3
27,-10,-2,1,2,LD,FO,2,3
27,-10,-1,1,1,LD,aO,1,3
27,-9,-10,1,1,LD,aO,1,4
27,-9,-9,1,2,LD,FO,0,4
27,-9,-8,1,2,LD,FO,8,3
27,-9,-7,1,2,LD,FO,7,3
27,-9,-6,1,2,LD,FO,6,3
27,-9,-5,1,2,LD,FO,5,3
27,-9,-4,1,2,LD,FO,3,3
27,-9,-3,1,2,LD,FO,4,3
27,-9,-2,1,2,LD,FO,2,3
27,-9,-1,1,2,LD,FO,1,3
27,-9,0,1,2,LD,FO,0,3
27,-9,1,1,1,LD,aO,8,2
27,-8,-11,0,0,LD,cO,4,4
27,-8,-10,1,2,LD,FO,2,4
27,-8,-9,1,2,LD,FO,1,4
27,-8,-8,1,2,LD,FO,0,4
27,-8,-7,1,2,LD,FO,8,3
27,-8,-6,1,2,LD,FM,7,3
27,-8,-5,1,2,LD,FM,6,3
27,-8,-4,1,2,LD,FM,5,3
27,-8,-3,1,2,LD,FM,4,3
27,-8,-2,1,2,LD,FM,2,3
27,-8,-1,1,2,LD,FO,1,3
27,-8,0,1,2,LD,FO,0,3
27,-8,1,1,2,LD,FO,8,2
27,-8,2,1,2,LD,FO,7,2
27,-8,3,0,0,LD,cO,6,2
27,-7,-11,1,1,LD,dO,3,4
27,-7,-10,1,2,LD,FO,4,4
27,-7,-9,1,2,LD,FO,2,4
27,-7,-8,1,2,LD,FO,1,4
27,-7,-7,1,2,LD,FM,0,4
27,-7,-6,1,2,LD,FM,8,3
27,-7,-5,1,2,LD,FM,7,3
27,-7,-4,1,2,LD,FM,6,3
27,-7,-3,1,2,LD,FM,4,3
27,-7,-2,1,2,LD,FM,2,3
27,-7,-1,1,2,LD,FM,1,3
27,-7,0,1,2,LD,FM,0,3
27,-7,1,1,2,LD,FO,8,2
27,-7,2,1,2,LD,FO,7,2
27,-7,3,1,2,LD,FO,6,2
27,-7,4,1,1,LD,dO,5,2
27,-6,-11,0,0,LD,cO,3,4
27,-6,-10,1,2,LD,FO,3,4
27,-6,-9,1,2,LD,FO,4,4
27,-6,-8,1,2,LD,FM,2,4
27,-6,-7,1,2,LD,FM,1,4
27,-6,-6,1,2,LD,FM,0,4
27,-6,-5,1,2,LD,FM,8,3
27,-6,-4,1,2,LD,FM,7,3
27,-6,-3,1,2,LD,FM,6,3
27,-6,-2,1,2,LD,FM,2,3
27,-6,-1,1,2,LD,FM,1,3
27,-6,0,1,2,LD,FM,0,3
27,-6,1,1,2,LD,FM,8,2
27,-6,2,1,2,LD,FM,7,2
27,-6,3,1,2,LD,FO,6,2
27,-6,4,1,2,LD,FO,5,2
27,-6,5,0,0,LD,cO,3,2
27,-5,-11,0,0,LD,cO,3,4
27,-5,-10,1,2,LD,FO,3,4
27,-5,-9,1,2,LD,FO,3,4
27,-5,-8,1,2,LD,FM,4,4
27,-5,-7,1,2,LD,FM,2,4
27,-5,-6,1,2,LD,FM,1,4
27,-5,-5,1,2,LD,FM,0,4
27,-5,-4,1,2,HD,FI,3,3
27,-5,-3,3,2,HD,FI,2,3
27,-5,-2,2,2,HD,FI,2,3
27,-5,-1,1,2,HD,FI,1,3
27,-5,0,1,2,LD,FM,0,3
27,-5,1,1,2,LD,FM,8,2
27,-5,2,1,2,LD,FM,7,2
27,-5,3,1,2,LD,FM,6,2
27,-5,4,1,2,LD,FO,5,2
27,-5,5,1,2,LD,FO,3,2
27,-5,6,0,0,LD,cO,3,2
27,-4,-11,1,1,LD,dO,5,4
27,-4,-10,1,2,LD,FO,5,4
27,-4,-9,1,2,LD,FO,5,4
